trait1	trait2	p.value	BH
ENZ.succ_co_l	MET.ribose	0.547192944	0.821670847
ENZ.sucrose_e	MET.ribose	0.529687563	0.811386513
ENZ.tr_ph_iso	MET.ribose	0.248586265	0.599900695
ENZ.udp_glu	MET.ribose	0.376265239	0.713979757
MET.a_tocopherol	MET.ribose	0.206029471	0.552057123
MET.aconitate	MET.ribose	0.441456018	0.758356212
MET.alanine	MET.ribose	0.004634927	0.056627511
MET.arabinose	MET.ribose	0.163033818	0.495641239
MET.arginine	MET.ribose	0.034142199	0.214834684
MET.asparagine	MET.ribose	0.939223936	0.982286335
MET.aspartate	MET.ribose	0.690968497	0.893582533
MET.b_alanine	MET.ribose	0.576454074	0.838769703
MET.benzoate	MET.ribose	0.623585823	0.862577838
MET.citramalate	MET.ribose	0.727495999	0.909199317
MET.citrate	MET.ribose	0.120248856	0.430163118
MET.cysteine	MET.ribose	0.34168149	0.687492954
MET.dehydroascorbate	MET.ribose	0.061780257	0.306229469
MET.erythritol	MET.ribose	0.043097884	0.246628897
MET.fa16_0	MET.ribose	0.037760095	0.227775615
MET.fa18_0	MET.ribose	0.112935859	0.416944057
MET.fa18_2	MET.ribose	0.904550027	0.970633338
MET.fructose	MET.ribose	0.550778214	0.824063809
MET.fructose_6p	MET.ribose	0.002016864	0.029985977
MET.fucose	MET.ribose	0.441466035	0.758356212
MET.fumarate	MET.ribose	0.271589797	0.623797456
MET.gaba	MET.ribose	0.334705863	0.681498665
MET.galactose	MET.ribose	0.352080955	0.696793113
MET.galacturonate	MET.ribose	0.94121004	0.983113467
MET.gluconate	MET.ribose	0.032848701	0.210078206
MET.glucose	MET.ribose	0.315776735	0.667360023
MET.glucose_6p	MET.ribose	0.089642128	0.370519028
MET.glutamate	MET.ribose	0.709588503	0.901833519
MET.glutamine	MET.ribose	0.843695234	0.951325736
MET.glycerate	MET.ribose	0.427686526	0.749595996
MET.glycerate_3p	MET.ribose	0.495350683	0.791508239
MET.glycerol	MET.ribose	0.582167892	0.841635038
MET.glycerol_1p	MET.ribose	0.037957231	0.228380361
MET.glycine	MET.ribose	0.837268849	0.948496045
MET.homoserine	MET.ribose	0.844369208	0.951663615
MET.inositol	MET.ribose	0.34607185	0.691402011
MET.inositol_1p	MET.ribose	0.020587582	0.156480887
MET.isocitrate	MET.ribose	0.519590737	0.805028471
MET.isoleucine	MET.ribose	0.619577383	0.860007122
MET.isomaltose	MET.ribose	0.324216341	0.672521471
MET.l_ascorbate	MET.ribose	0.259966075	0.61140453
MET.leucine	MET.ribose	0.982982295	0.995332302
MET.lysine	MET.ribose	0.146616782	0.471645816
MET.malate	MET.ribose	0.04915451	0.267078888
MET.maleate	MET.ribose	0.122946272	0.434679575
MET.maltitol	MET.ribose	0.321225173	0.671002627
MET.maltose	MET.ribose	0.100160924	0.393136899
MET.mannitol	MET.ribose	0.52271282	0.806609651
MET.mannose	MET.ribose	0.34995275	0.694294738
MET.methionine	MET.ribose	0.561780248	0.830246071
MET.oxoproline_5	MET.ribose	0.919047073	0.975688318
MET.phenylalanine	MET.ribose	0.559786085	0.829269948
MET.phosphate	MET.ribose	0.166864309	0.500854783
MET.proline	MET.ribose	0.22771781	0.577995668
MET.putrescine	MET.ribose	0.494349319	0.790902349
MET.quinate	MET.ribose	0.861281316	0.955471292
MET.rhamnose	MET.ribose	0.000110576	0.002920081
MET.ribose	MET.ribose	NA	NA
MET.s_me_cysteine	MET.ribose	0.576360726	0.838769703
MET.saccharate	MET.ribose	0.089333534	0.370009127
MET.serine	MET.ribose	0.98008621	0.994171613
MET.shikimate	MET.ribose	0.643531285	0.871952083
MET.sorbitol	MET.ribose	0.063245928	0.310020892
MET.succinate	MET.ribose	0.115226926	0.420958356
MET.sucrose	MET.ribose	0.634738159	0.868575982
MET.t4_ho_proline	MET.ribose	0.100604231	0.394033464
MET.threonate	MET.ribose	0.198358681	0.543210007
MET.threonine	MET.ribose	0.35612278	0.699676198
MET.trehalose	MET.ribose	0.47130887	0.776793014
MET.tryptophan	MET.ribose	0.052968263	0.279915051
MET.tyrosine	MET.ribose	0.030601351	0.201174748
MET.uracil	MET.ribose	0.129409665	0.444981892
MET.valine	MET.ribose	0.492766383	0.78936331
MOR.Anther_L_W	MET.ribose	0.997942705	0.999727962
MOR.Anther_length	MET.ribose	0.257662474	0.608905589
MOR.Anther_width	MET.ribose	0.295540718	0.648999434
MOR.BM	MET.ribose	0.778074335	0.92761508
MOR.BX	MET.ribose	0.285157381	0.637337603
MOR.BY	MET.ribose	0.756573867	0.919164664
MOR.EA	MET.ribose	0.928088253	0.978950555
MOR.flowers_inf	MET.ribose	0.555805997	0.827109044
MOR.flowers_plant	MET.ribose	0.15525423	0.484422526
MOR.FN	MET.ribose	0.687692175	0.892146373
MOR.Fruit_L_Pt	MET.ribose	0.317156925	0.668343866
MOR.Fruit_L_W	MET.ribose	0.24625595	0.5977082
MOR.Fruit_length	MET.ribose	0.24049412	0.592177688
MOR.Fruit_locule	MET.ribose	0.866256971	0.957295012
MOR.Fruit_peric_thick	MET.ribose	0.867808894	0.95736401
MOR.Fruit_W_Pt	MET.ribose	0.476065026	0.779806392
MOR.Fruit_width	MET.ribose	0.647374366	0.873177945
MOR.FW	MET.ribose	0.943937154	0.984253445
MOR.HI	MET.ribose	0.928276502	0.979075265
MOR.inf	MET.ribose	0.344362079	0.690056599
MOR.Ovary_L_W	MET.ribose	0.069710603	0.325506181
MOR.Ovary_length	MET.ribose	0.127660137	0.442396952
MOR.Ovary_width	MET.ribose	0.915804457	0.974854881
MOR.PW	MET.ribose	0.174405701	0.511685037
MOR.RED	MET.ribose	0.310556755	0.661968766
MOR.Seed_L_W	MET.ribose	0.129288414	0.444897229
MOR.Seed_Length	MET.ribose	0.077069932	0.342703653
MOR.Seed_Width	MET.ribose	0.365480283	0.707017198
MOR.Seed_Wt	MET.ribose	0.585704926	0.843771372
MOR.SN_fruit	MET.ribose	0.244036157	0.595755642
MOR.SN_fruit_unit	MET.ribose	0.10532812	0.401691831
MOR.SN_plant	MET.ribose	0.581830041	0.841604795
MOR.Style_L_W	MET.ribose	0.956257158	0.986954084
MOR.Style_length	MET.ribose	0.308526609	0.660258276
MOR.Style_width	MET.ribose	0.123219087	0.435090796
MOR.SW_fruit	MET.ribose	0.175240688	0.512687634
MOR.SW_plant	MET.ribose	0.511747691	0.800959029
MOR.TY	MET.ribose	0.508420824	0.799108639
SED.Adenine_seeds	MET.ribose	0.303180915	0.655185648
SED.Alanine_seeds	MET.ribose	0.089288336	0.370009127
SED.Arginine_seeds	MET.ribose	0.453266367	0.765633172
SED.Asparagine_seeds	MET.ribose	0.686536924	0.891474747
SED.Aspartate_seeds	MET.ribose	0.396977008	0.729096574
SED.Benzoate_seeds	MET.ribose	0.193971668	0.537076668
SED.Citrate_seeds	MET.ribose	0.025644136	0.18064582
SED.Erythritol_seeds	MET.ribose	0.864764037	0.957065552
SED.Fructose_seeds	MET.ribose	0.41099441	0.737452181
SED.Fumarate_seeds	MET.ribose	0.964447845	0.989919429
SED.GABA_seeds	MET.ribose	0.398338633	0.729920159
SED.Galactinol_seeds	MET.ribose	0.418437999	0.742672848
SED.Galactonic_acid_1_4_lactone_seeds	MET.ribose	0.613876367	0.857740019
SED.Glutamate_seeds	MET.ribose	0.264446577	0.615933453
SED.Glycerate_seeds	MET.ribose	0.718566814	0.905051399
SED.Glycerol_1P_seeds	MET.ribose	0.510106806	0.799912916
SED.Glycerol_seeds	MET.ribose	0.320626257	0.670753583
SED.Glycine_seeds	MET.ribose	0.385113613	0.720507627
SED.Glycolate_seeds	MET.ribose	0.699364522	0.896805112
SED.Isoleucine_seeds	MET.ribose	0.266870056	0.619211612
SED.Lysine_seeds	MET.ribose	0.094677842	0.382425867
SED.Malate_seeds	MET.ribose	0.118767249	0.427475185
SED.Maltotriose_seeds	MET.ribose	0.43044702	0.75170984
SED.Melezitose_seeds	MET.ribose	0.401754761	0.731714338
SED.Myo_Inositol_seeds	MET.ribose	0.315879224	0.667360023
SED.NA_sugar_seeds	MET.ribose	0.878885476	0.960827687
SED.Nicotinate_seeds	MET.ribose	0.339587842	0.685351346
SED.Nonanoate_seeds	MET.ribose	0.085270618	0.360713676
SED.Octadecanoate_seeds	MET.ribose	0.431551335	0.751891603
SED.Phenylalanine_seeds	MET.ribose	0.819653778	0.942802844
SED.Phosphate_seeds	MET.ribose	0.116610169	0.42401768
SED.Proline_seeds	MET.ribose	0.381516727	0.718037911
SED.Putrescine_seeds	MET.ribose	0.087608372	0.366226569
SED.Raffinose_seeds	MET.ribose	0.877930091	0.960802882
SED.Salicylate_seeds	MET.ribose	0.209812809	0.556595049
SED.Serine_seeds	MET.ribose	0.290359061	0.643080818
SED.Succinate_seeds	MET.ribose	0.679661967	0.888405075
SED.Threonine_seeds	MET.ribose	0.175364176	0.512743663
SED.Trehalose_alpha_alpha_seeds	MET.ribose	0.659906156	0.879512118
SED.Tyrosine_seeds	MET.ribose	0.89496084	0.967142634
SED.Uracil_seeds	MET.ribose	0.196168687	0.540125382
SED.Urea_seeds	MET.ribose	0.738426711	0.913107357
SED.Valine_seeds	MET.ribose	0.096663389	0.386625907
SED.X4_Hydroxy_Benzoate_seeds	MET.ribose	0.685466436	0.891077378
WAX.pct_iso	MET.ribose	0.469305948	0.775365401
WAX.pct_anteiso	MET.ribose	0.346432844	0.691630975
WAX.mindex	MET.ribose	0.204983263	0.550943001
WAX.nalk_CPI	MET.ribose	0.246555168	0.597904434
WAX.nalk_ACL	MET.ribose	0.227172133	0.577192117
WAX.anteiso_CPI	MET.ribose	0.300033772	0.652415029
WAX.anteiso_ACL	MET.ribose	0.750066816	0.917160097
WAX.iso_CPI	MET.ribose	0.918589844	0.975597177
WAX.iso_ACL	MET.ribose	0.432477641	0.752109303
WAX.13eps_iC31	MET.ribose	0.716448234	0.904405133
WAX.13eps_nC31	MET.ribose	0.181516856	0.521770007
WAX.13eps_iC33	MET.ribose	0.910154362	0.972542293
WAX.13eps_nC33	MET.ribose	0.243168519	0.595053553
WAX.i31_n31	MET.ribose	0.066955753	0.319263673
WAX.i33_n33	MET.ribose	0.029339535	0.195665052
DEV.CompAll	MET.s_me_cysteine	0.165658302	0.499424817
DEV.CompInt	MET.s_me_cysteine	0.252857972	0.603879253
DEV.CompPri	MET.s_me_cysteine	0.691003928	0.893582533
DEV.CompRachis	MET.s_me_cysteine	0.292263825	0.645261365
DEV.CompSec	MET.s_me_cysteine	0.217425366	0.566963366
DEV.CotPaveAR	MET.s_me_cysteine	0.320973269	0.670799695
DEV.CotPaveArea	MET.s_me_cysteine	0.18712285	0.528433568
DEV.CotPaveCirc	MET.s_me_cysteine	0.354522522	0.698701681
DEV.CotPaveCnt	MET.s_me_cysteine	0.437491647	0.755193593
DEV.CotPaveRound	MET.s_me_cysteine	0.335443999	0.6820813
DEV.CotPaveSolid	MET.s_me_cysteine	0.444691657	0.760254731
DEV.CotStom	MET.s_me_cysteine	0.717386152	0.904701193
DEV.CotStomInd	MET.s_me_cysteine	0.504957232	0.796580817
DEV.FlowTime	MET.s_me_cysteine	0.062285591	0.307643738
DEV.LatLfSize	MET.s_me_cysteine	0.77622016	0.927392252
DEV.LatPC1	MET.s_me_cysteine	0.320243256	0.670753583
DEV.LatPC2	MET.s_me_cysteine	0.654915643	0.876949772
DEV.LatPC3	MET.s_me_cysteine	0.96877877	0.990978929
DEV.LatPC4	MET.s_me_cysteine	0.607535897	0.854430419
DEV.LatPC5	MET.s_me_cysteine	0.355930596	0.699676198
DEV.LfAbStom	MET.s_me_cysteine	0.68880618	0.892763525
DEV.LfAdStom	MET.s_me_cysteine	0.78734499	0.931325654
DEV.LfStomRatio	MET.s_me_cysteine	0.682291607	0.889928972
DEV.LftAR	MET.s_me_cysteine	0.973695275	0.992246921
DEV.LftCirc	MET.s_me_cysteine	0.495026777	0.791285296
DEV.LftRound	MET.s_me_cysteine	0.973053933	0.992246921
DEV.LftSolid	MET.s_me_cysteine	0.437650932	0.755298739
DEV.TermLfSize	MET.s_me_cysteine	0.776631387	0.927392252
DEV.TermPC1	MET.s_me_cysteine	0.304986474	0.656550821
DEV.TermPC3	MET.s_me_cysteine	0.206621715	0.553061149
DEV.TermPC4	MET.s_me_cysteine	0.092882526	0.378376215
DEV.TermPC5	MET.s_me_cysteine	0.446783926	0.761822966
ENZ.aa_cont	MET.s_me_cysteine	0.007424994	0.078594766
ENZ.ac_inv	MET.s_me_cysteine	0.007324963	0.077919333
ENZ.aconi	MET.s_me_cysteine	0.297295096	0.65044229
ENZ.agpa	MET.s_me_cysteine	0.971207272	0.99197343
ENZ.ala_ami	MET.s_me_cysteine	0.95644391	0.986954084
ENZ.asp_ami	MET.s_me_cysteine	0.403689909	0.732614665
ENZ.fbp_ald	MET.s_me_cysteine	0.968213642	0.990978929
ENZ.fru_kin	MET.s_me_cysteine	0.132839586	0.450356634
ENZ.fructose_e	MET.s_me_cysteine	0.11054985	0.412175222
ENZ.fuma	MET.s_me_cysteine	0.85943155	0.955226521
ENZ.g6pdh	MET.s_me_cysteine	0.84480382	0.951916184
ENZ.gadph	MET.s_me_cysteine	0.658894196	0.878907531
ENZ.gapdh_p	MET.s_me_cysteine	0.474462247	0.778549036
ENZ.gluc_kin	MET.s_me_cysteine	0.723791193	0.907570484
ENZ.glucose_e	MET.s_me_cysteine	0.002298796	0.033121133
ENZ.gluta_dh	MET.s_me_cysteine	0.009359929	0.092071676
ENZ.iso_ci_dh	MET.s_me_cysteine	0.643159669	0.87178134
ENZ.mal_dh	MET.s_me_cysteine	0.093842784	0.380735138
ENZ.pep_car	MET.s_me_cysteine	0.661105673	0.879984829
ENZ.ph_fru_kin	MET.s_me_cysteine	0.567564019	0.833406802
ENZ.ph_fru_kin_a	MET.s_me_cysteine	0.846088876	0.952189184
ENZ.ph_glu_is_c	MET.s_me_cysteine	0.399846122	0.73085599
ENZ.ph_glu_is_t	MET.s_me_cysteine	0.963729	0.989729523
ENZ.ph_glu_mut	MET.s_me_cysteine	0.347477388	0.692577337
ENZ.ph_gly_kin	MET.s_me_cysteine	0.372914352	0.7117463
ENZ.pro_con	MET.s_me_cysteine	0.339045385	0.684948584
ENZ.pyr_kin	MET.s_me_cysteine	0.632421441	0.867443132
ENZ.shik_de	MET.s_me_cysteine	0.247711066	0.599254352
ENZ.starch	MET.s_me_cysteine	0.513807789	0.801804571
ENZ.suc_p_syn	MET.s_me_cysteine	0.301045706	0.65284008
ENZ.suc_syn	MET.s_me_cysteine	0.313618129	0.665249136
ENZ.succ_co_l	MET.s_me_cysteine	0.43101959	0.751750319
ENZ.sucrose_e	MET.s_me_cysteine	0.099654071	0.392303737
ENZ.tr_ph_iso	MET.s_me_cysteine	0.773041985	0.926204014
ENZ.udp_glu	MET.s_me_cysteine	0.472862377	0.777696811
MET.a_tocopherol	MET.s_me_cysteine	0.135708247	0.454734824
MET.aconitate	MET.s_me_cysteine	0.219358831	0.568649339
MET.alanine	MET.s_me_cysteine	0.078199299	0.345321583
MET.arabinose	MET.s_me_cysteine	0.993815073	0.998922917
MET.arginine	MET.s_me_cysteine	0.028596759	0.192429494
MET.asparagine	MET.s_me_cysteine	7.44E-05	0.00209016
MET.aspartate	MET.s_me_cysteine	0.941325407	0.983186042
MET.b_alanine	MET.s_me_cysteine	0.037378581	0.226530813
MET.benzoate	MET.s_me_cysteine	0.052123075	0.277018987
MET.citramalate	MET.s_me_cysteine	0.535963226	0.814783786
MET.citrate	MET.s_me_cysteine	0.011999537	0.109773982
MET.cysteine	MET.s_me_cysteine	0.008708462	0.088110126
MET.dehydroascorbate	MET.s_me_cysteine	0.002127279	0.0313278
MET.erythritol	MET.s_me_cysteine	0.001230393	0.020481654
MET.fa16_0	MET.s_me_cysteine	0.822840026	0.943862742
MET.fa18_0	MET.s_me_cysteine	0.507063089	0.798183404
MET.fa18_2	MET.s_me_cysteine	0.17278292	0.509430005
MET.fructose	MET.s_me_cysteine	0.312141704	0.663850479
MET.fructose_6p	MET.s_me_cysteine	0.03625066	0.222353161
MET.fucose	MET.s_me_cysteine	0.828363053	0.945165285
MET.fumarate	MET.s_me_cysteine	0.644391592	0.871952083
MET.gaba	MET.s_me_cysteine	0.092947582	0.378586087
MET.galactose	MET.s_me_cysteine	0.007447388	0.078653187
MET.galacturonate	MET.s_me_cysteine	0.545304738	0.820642108
MET.gluconate	MET.s_me_cysteine	0.473443789	0.77788197
MET.glucose	MET.s_me_cysteine	0.149808258	0.476408657
MET.glucose_6p	MET.s_me_cysteine	0.056767642	0.291670748
MET.glutamate	MET.s_me_cysteine	0.253163811	0.604248453
MET.glutamine	MET.s_me_cysteine	0.164124967	0.497228775
MET.glycerate	MET.s_me_cysteine	0.621758602	0.861863746
MET.glycerate_3p	MET.s_me_cysteine	0.256813129	0.607720086
MET.glycerol	MET.s_me_cysteine	0.5730838	0.836300436
MET.glycerol_1p	MET.s_me_cysteine	0.348449286	0.693431075
MET.glycine	MET.s_me_cysteine	0.001881594	0.028536144
MET.homoserine	MET.s_me_cysteine	0.001224788	0.020400495
MET.inositol	MET.s_me_cysteine	0.402229384	0.731887791
MET.inositol_1p	MET.s_me_cysteine	0.053195497	0.280903562
MET.isocitrate	MET.s_me_cysteine	0.2442286	0.595955168
MET.isoleucine	MET.s_me_cysteine	0.001009238	0.017552456
MET.isomaltose	MET.s_me_cysteine	0.000318041	0.006959582
MET.l_ascorbate	MET.s_me_cysteine	0.505406095	0.796867279
MET.leucine	MET.s_me_cysteine	0.006314868	0.070135666
MET.lysine	MET.s_me_cysteine	0.000500683	0.010051755
MET.malate	MET.s_me_cysteine	0.636607195	0.869283087
MET.maleate	MET.s_me_cysteine	0.436536621	0.754802965
MET.maltitol	MET.s_me_cysteine	0.88111105	0.961567638
MET.maltose	MET.s_me_cysteine	0.938714278	0.982194085
MET.mannitol	MET.s_me_cysteine	3.17E-09	3.07E-07
MET.mannose	MET.s_me_cysteine	0.680965376	0.889028417
MET.methionine	MET.s_me_cysteine	0.000363409	0.007769958
MET.oxoproline_5	MET.s_me_cysteine	0.528949119	0.811041781
MET.phenylalanine	MET.s_me_cysteine	0.001951961	0.02938027
MET.phosphate	MET.s_me_cysteine	0.025873173	0.181709982
MET.proline	MET.s_me_cysteine	0.254183671	0.605339398
MET.putrescine	MET.s_me_cysteine	0.420232085	0.744093358
MET.quinate	MET.s_me_cysteine	0.551418894	0.824563191
MET.rhamnose	MET.s_me_cysteine	0.959805853	0.988325435
MET.ribose	MET.s_me_cysteine	0.576360726	0.838769703
MET.s_me_cysteine	MET.s_me_cysteine	NA	NA
MET.saccharate	MET.s_me_cysteine	0.047551609	0.261519821
MET.serine	MET.s_me_cysteine	0.000541837	0.010678657
MET.shikimate	MET.s_me_cysteine	0.866712658	0.957316897
MET.sorbitol	MET.s_me_cysteine	0.381118296	0.717541017
MET.succinate	MET.s_me_cysteine	0.408357706	0.736355123
MET.sucrose	MET.s_me_cysteine	0.203269545	0.548551202
MET.t4_ho_proline	MET.s_me_cysteine	4.00E-06	0.00017607
MET.threonate	MET.s_me_cysteine	0.007709189	0.080777508
MET.threonine	MET.s_me_cysteine	0.000206336	0.004890156
MET.trehalose	MET.s_me_cysteine	0.043873792	0.249131872
MET.tryptophan	MET.s_me_cysteine	0.059146891	0.298574362
MET.tyrosine	MET.s_me_cysteine	0.000103094	0.002756337
MET.uracil	MET.s_me_cysteine	0.202303968	0.547281208
MET.valine	MET.s_me_cysteine	4.13E-05	0.001277054
MOR.Anther_L_W	MET.s_me_cysteine	0.093501976	0.379719786
MOR.Anther_length	MET.s_me_cysteine	0.487705233	0.785843499
MOR.Anther_width	MET.s_me_cysteine	0.39074898	0.724551517
MOR.BM	MET.s_me_cysteine	0.060765439	0.303614698
MOR.BX	MET.s_me_cysteine	0.694047509	0.894569543
MOR.BY	MET.s_me_cysteine	0.069759795	0.325594955
MOR.EA	MET.s_me_cysteine	0.355619903	0.699676198
MOR.flowers_inf	MET.s_me_cysteine	0.693986532	0.894569543
MOR.flowers_plant	MET.s_me_cysteine	0.942254564	0.983547332
MOR.FN	MET.s_me_cysteine	0.00827906	0.08493477
MOR.Fruit_L_Pt	MET.s_me_cysteine	0.914537243	0.974210511
MOR.Fruit_L_W	MET.s_me_cysteine	0.140047075	0.461477141
MOR.Fruit_length	MET.s_me_cysteine	0.391692954	0.725459134
MOR.Fruit_locule	MET.s_me_cysteine	0.001041893	0.018030672
MOR.Fruit_peric_thick	MET.s_me_cysteine	0.872774016	0.959207661
MOR.Fruit_W_Pt	MET.s_me_cysteine	0.279647444	0.631000517
MOR.Fruit_width	MET.s_me_cysteine	0.465536733	0.77334127
MOR.FW	MET.s_me_cysteine	0.641607882	0.87119013
MOR.HI	MET.s_me_cysteine	0.788150576	0.931708121
MOR.inf	MET.s_me_cysteine	0.735847143	0.912216907
MOR.Ovary_L_W	MET.s_me_cysteine	0.890363278	0.9657201
MOR.Ovary_length	MET.s_me_cysteine	0.461970222	0.770895667
MOR.Ovary_width	MET.s_me_cysteine	0.283151714	0.635115563
MOR.PW	MET.s_me_cysteine	0.396569029	0.728681783
MOR.RED	MET.s_me_cysteine	0.532065717	0.81283458
MOR.Seed_L_W	MET.s_me_cysteine	0.369022278	0.709260767
MOR.Seed_Length	MET.s_me_cysteine	0.825082026	0.944284558
MOR.Seed_Width	MET.s_me_cysteine	0.536064277	0.814803717
MOR.Seed_Wt	MET.s_me_cysteine	0.473916582	0.778247277
MOR.SN_fruit	MET.s_me_cysteine	0.465983628	0.773670038
MOR.SN_fruit_unit	MET.s_me_cysteine	0.079837578	0.349138033
MOR.SN_plant	MET.s_me_cysteine	0.071161481	0.329105667
MOR.Style_L_W	MET.s_me_cysteine	0.132613808	0.450043283
MOR.Style_length	MET.s_me_cysteine	0.146065133	0.47098553
MOR.Style_width	MET.s_me_cysteine	0.461080954	0.770286138
MOR.SW_fruit	MET.s_me_cysteine	0.426996449	0.749127555
MOR.SW_plant	MET.s_me_cysteine	0.093112572	0.379013355
MOR.TY	MET.s_me_cysteine	0.079066076	0.347339283
SED.Adenine_seeds	MET.s_me_cysteine	0.350172104	0.694369015
SED.Alanine_seeds	MET.s_me_cysteine	0.294977953	0.648381154
SED.Arginine_seeds	MET.s_me_cysteine	0.494786123	0.791261052
SED.Asparagine_seeds	MET.s_me_cysteine	0.796871043	0.935241071
SED.Aspartate_seeds	MET.s_me_cysteine	0.585979723	0.843830197
SED.Benzoate_seeds	MET.s_me_cysteine	0.440638991	0.757875553
SED.Citrate_seeds	MET.s_me_cysteine	0.89667181	0.967773436
SED.Erythritol_seeds	MET.s_me_cysteine	0.139545115	0.460909258
SED.Fructose_seeds	MET.s_me_cysteine	0.997502111	0.999727962
SED.Fumarate_seeds	MET.s_me_cysteine	0.007498163	0.079077444
SED.GABA_seeds	MET.s_me_cysteine	0.910957002	0.972926357
SED.Galactinol_seeds	MET.s_me_cysteine	0.076319268	0.341222166
SED.Galactonic_acid_1_4_lactone_seeds	MET.s_me_cysteine	0.554075137	0.826489057
SED.Glutamate_seeds	MET.s_me_cysteine	0.619401751	0.859981384
SED.Glycerate_seeds	MET.s_me_cysteine	0.020111911	0.154307191
SED.Glycerol_1P_seeds	MET.s_me_cysteine	0.183114694	0.523671696
SED.Glycerol_seeds	MET.s_me_cysteine	0.380317819	0.7167661
SED.Glycine_seeds	MET.s_me_cysteine	0.014358269	0.123665951
SED.Glycolate_seeds	MET.s_me_cysteine	0.893530019	0.96664013
SED.Isoleucine_seeds	MET.s_me_cysteine	0.222120965	0.571417374
SED.Lysine_seeds	MET.s_me_cysteine	0.022170296	0.164198752
SED.Malate_seeds	MET.s_me_cysteine	0.877479038	0.960695551
SED.Maltotriose_seeds	MET.s_me_cysteine	0.688690315	0.892763525
SED.Melezitose_seeds	MET.s_me_cysteine	0.800355192	0.936352048
SED.Myo_Inositol_seeds	MET.s_me_cysteine	0.047409852	0.26109963
SED.NA_sugar_seeds	MET.s_me_cysteine	0.633995814	0.868239897
SED.Nicotinate_seeds	MET.s_me_cysteine	0.320972937	0.670799695
SED.Nonanoate_seeds	MET.s_me_cysteine	0.041046889	0.239412228
SED.Octadecanoate_seeds	MET.s_me_cysteine	0.003119968	0.042151226
SED.Phenylalanine_seeds	MET.s_me_cysteine	0.551048566	0.824362052
SED.Phosphate_seeds	MET.s_me_cysteine	0.51163449	0.800919878
SED.Proline_seeds	MET.s_me_cysteine	0.362213971	0.704192828
SED.Putrescine_seeds	MET.s_me_cysteine	0.637039183	0.869300175
SED.Raffinose_seeds	MET.s_me_cysteine	0.661416732	0.880147277
SED.Salicylate_seeds	MET.s_me_cysteine	0.250042602	0.601364249
SED.Serine_seeds	MET.s_me_cysteine	0.015286824	0.128807265
SED.Succinate_seeds	MET.s_me_cysteine	0.51420333	0.80197481
SED.Threonine_seeds	MET.s_me_cysteine	0.204433775	0.550100545
SED.Trehalose_alpha_alpha_seeds	MET.s_me_cysteine	0.646397833	0.872693084
SED.Tyrosine_seeds	MET.s_me_cysteine	0.805006766	0.937732686
SED.Uracil_seeds	MET.s_me_cysteine	0.641243912	0.871189967
SED.Urea_seeds	MET.s_me_cysteine	0.005326966	0.06211792
SED.Valine_seeds	MET.s_me_cysteine	0.319440437	0.670027096
SED.X4_Hydroxy_Benzoate_seeds	MET.s_me_cysteine	0.412344816	0.738142037
WAX.pct_iso	MET.s_me_cysteine	0.46140724	0.770619159
WAX.pct_anteiso	MET.s_me_cysteine	0.95126029	0.985841959
WAX.mindex	MET.s_me_cysteine	0.357680757	0.701417182
WAX.nalk_CPI	MET.s_me_cysteine	0.08285219	0.355702234
WAX.nalk_ACL	MET.s_me_cysteine	0.800504373	0.936352048
WAX.anteiso_CPI	MET.s_me_cysteine	0.638802682	0.870390051
WAX.anteiso_ACL	MET.s_me_cysteine	0.662771421	0.880703787
WAX.iso_CPI	MET.s_me_cysteine	0.077428046	0.343270884
WAX.iso_ACL	MET.s_me_cysteine	0.867172642	0.95736401
WAX.13eps_iC31	MET.s_me_cysteine	0.550981327	0.824305558
WAX.13eps_nC31	MET.s_me_cysteine	0.345697432	0.691237666
